tweet_id,user_id,tweet_text,created_at,lang,reply_to_tweet_id
1467817374,38,@MissXu sorry! bed time came here (GMT+1) http://is.gd/fNge,2009-04-06 22:21:30,en,
1467817502,39,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.,2009-04-06 22:21:32,en,
1467818007,40,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend,2009-04-06 22:21:39,en,
1467818020,41,really don't feel like getting up today... but got to study to for tomorrows practical exam...,2009-04-06 22:21:39,en,
1467818481,42,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart,2009-04-06 22:21:46,en,
1467818603,43,"Sad, sad, sad. I don't know why but I hate this feeling I wanna sleep and I still can't!",2009-04-06 22:21:49,en,
1467818900,44,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it,2009-04-06 22:21:53,en,
1467819022,45,Falling asleep. Just heard about that Tracy girl's body being found. How sad My heart breaks for that family.,2009-04-06 22:21:56,en,
1467819650,46,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...,2009-04-06 22:22:05,en,
1467819712,47,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening Are ppl still having probs w/ BGs and UIDs?",2009-04-06 22:22:06,en,
1467819812,48,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it,2009-04-06 22:22:07,en,
1467820206,49,is strangely sad about LiLo and SamRo breaking up.,2009-04-06 22:22:13,en,
1467820835,50,@tea oh! i'm so sorry i didn't think about that before retweeting.,2009-04-06 22:22:25,en,
1467820863,51,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are,2009-04-06 22:22:23,en,
1467820906,52,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.",2009-04-06 22:22:24,en,
1467821085,53,our duck and chicken are taking wayyy too long to hatch,2009-04-06 22:22:26,en,
1467821338,54,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.",2009-04-06 22:22:30,en,
1467821455,55,I need a hug,2009-04-06 22:22:32,en,
1467821715,56,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!",2009-04-06 22:22:37,en,
1467822384,57,@oanhLove I hate when that happens...,2009-04-06 22:22:47,en,
1467822389,58,"I have a sad feeling that Dallas is not going to show up I gotta say though, you'd think more shows would use music from the game. mmm",2009-04-06 22:22:47,en,
1467822519,59,Ugh....92 degrees tomorrow,2009-04-06 22:22:49,en,
1467822522,60,Where did u move to? I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,2009-04-06 22:22:49,en,
1467822687,61,"@BatManYNG I miss my ps3, it's out of commission Wutcha playing? Have you copped 'Blood On The Sand'?",2009-04-06 22:22:52,en,
1467822918,62,just leaving the parking lot of work!,2009-04-06 22:22:55,en,
1467823437,63,The Life is cool. But not for Me.,2009-04-06 22:23:03,en,
1467823770,64,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.",2009-04-06 22:23:08,en,
1467823851,65,I had such a nice day. Too bad the rain comes in tomorrow at 5am,2009-04-06 22:23:09,en,
1467824199,66,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks,2009-04-06 22:23:15,en,
1467824664,67,Damm back to school tomorrow,2009-04-06 22:23:23,en,
1467824967,68,"Mo jobs, no money. how in the hell is min wage here 4 f'n clams an hour?",2009-04-06 22:23:28,en,
1467825003,69,@katortiz Not forever... See you soon!,2009-04-06 22:23:28,en,
1467825084,70,"@Lt_Algonquin agreed, I saw the failwhale allllll day today.",2009-04-06 22:23:30,en,
1467825411,71,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry I'm so terrible at that. I need a pop up!,2009-04-06 22:23:35,en,
1467825642,72,@ninjen I'm sure you're right... I need to start working out with you and the Nikster... Or Jared at least!,2009-04-06 22:23:39,en,
1467825863,73,i really hate how people diss my bands! Trace is clearly NOT ugly!,2009-04-06 22:23:43,en,
1467825883,56,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes Lucky did not run into any cute girls.",2009-04-06 22:23:43,en,
1467826052,74,Why won't you show my location?! http://twitpic.com/2y2es,2009-04-06 22:23:45,en,
1467833672,75,No picnic my phone smells like citrus.,2009-04-06 22:25:44,en,
1467833690,76,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.",2009-04-06 22:25:44,en,
1467833736,77,No new csi tonight. FML,2009-04-06 22:25:45,en,
1467833799,78,i think my arms are sore from tennis,2009-04-06 22:25:46,en,
1467834001,79,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .,2009-04-06 22:25:49,en,
1467834053,80,sleep soon... i just hate saying bye and see you tomorrow for the night.,2009-04-06 22:25:52,en,
1467834227,81,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine",2009-04-06 22:25:53,en,
1467834239,82,missin' the boo,2009-04-06 22:25:53,en,
1467834265,83,@markhardy1974 Me too,2009-04-06 22:25:54,en,
1467834284,84,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS,2009-04-06 22:25:54,en,
1467834400,85,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too",2009-04-06 22:25:56,en,
1467834817,86,@msdrama hey missed ya at the meeting sup mama,2009-04-06 22:26:02,en,
1467835085,87,"My tummy hurts. I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",2009-04-06 22:26:06,en,
1467835198,88,why is it always the fat ones?!,2009-04-06 22:26:08,en,
1467835305,89,"@januarycrimson Sorry, babe!! My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",2009-04-06 22:26:10,en,
1467835345,90,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad,2009-04-06 22:26:10,en,
1467835577,91,wednesday my b-day! don't know what 2 do!!,2009-04-06 22:26:14,en,
1467835880,92,Poor cameron (the hills),2009-04-06 22:26:18,en,
1467836024,93,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache",2009-04-06 22:26:21,en,
1467836111,94,"@makeherfamous hmm , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",2009-04-06 22:26:22,en,
1467836448,95,Strider is a sick little puppy http://apps.facebook.com/dogbook/profile/view/5248435,2009-04-06 22:26:27,en,
1467836500,96,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH BUT OHH WELL.....",2009-04-06 22:26:28,en,
1467836576,97,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money",2009-04-06 22:26:29,en,
1467836583,98,"@stark YOU don't follow me, either and i work for you!",2009-04-06 22:26:29,en,
1467836859,99,A bad nite for the favorite teams: Astros and Spartans lose. The nite out with T.W. was good.,2009-04-06 22:26:33,en,
1467836873,100,Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,2009-04-06 22:26:33,en,
1467837189,101,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours....",2009-04-06 22:26:38,en,
1467837384,102,Behind on my classes for work,2009-04-06 22:26:42,en,
1467837470,103,watching &quot;House&quot;,2009-04-06 22:26:43,en,
1467837579,104,@kpreyes Remember my bum leg? Strikes back this time its serious,2009-04-06 22:26:45,en,
1467837602,105,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls",2009-04-06 22:26:45,en,
1467837762,95,Emily will be glad when Mommy is done training at her new job. She misses her. http://apps.facebook.com/dogbook/profile/view/6176014,2009-04-06 22:26:48,en,
1467837819,106,would rather the first party send bad messages than the 3rd party send mixed ones Sophmore year all over again?,2009-04-06 22:26:49,en,
1467837888,107,@Henkuyinepu it's overrated,2009-04-06 22:26:52,en,
1467838188,108,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times,2009-04-06 22:26:54,en,
1467838189,109,laying in bed with no voice..,2009-04-06 22:26:54,en,
1467838362,110,I'm sooo sad!!! they killed off Kutner on House whyyyyyyyy,2009-04-06 22:26:57,en,
1467838419,111,@jacobsummers Sorry tell them mea culpa from me and that I really am sorry.,2009-04-06 22:27:00,en,
1467838433,112,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.",2009-04-06 22:26:58,en,
1467838630,113,@salancaster hope your ok.,2009-04-06 22:27:02,en,
1467839007,114,@mercedesashley Damn! The grind is inspirational and saddening at the same time. Don't want you to stop cuz I like what u do! Much love,2009-04-06 22:27:08,en,
1467839405,115,@HibaNick yeah aw but i know i wudnt stand a chance,2009-04-06 22:27:15,en,
1467839450,116,ugh. cant sleep. its 1:30am.,2009-04-06 22:27:16,en,
1467839477,117,Hanging in Crooners. Wanna sing. Can't. Sucks.,2009-04-06 22:27:16,en,
1467839586,118,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!!,2009-04-06 22:27:18,en,
1467839737,119,Is pissed off that there's no ASBA's for a radio station.,2009-04-06 22:27:21,en,
1467839816,91,wednesday my b-day n don't know what 2 do!,2009-04-06 22:27:22,en,
1467840016,120,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good.,2009-04-06 22:27:25,en,
1467840386,121,I am in pain. My back and sides hurt. Not to mention crying is made of fail.,2009-04-06 22:27:31,en,
1467840552,122,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick...",2009-04-06 22:27:34,en,
1467840629,123,@allyheman but.. but.. but.. I'm not a big fan on camilla belle,2009-04-06 22:27:35,en,
1467841189,124,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine",2009-04-06 22:27:45,en,
1467841204,125,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done,2009-04-06 22:27:45,en,
1467841832,126,I'm so cold,2009-04-06 22:27:55,en,
1467841885,127,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow,2009-04-06 22:27:56,en,
1467841897,128,@chelserlynn haha its so cooooold in the d! and no but you should still go to the show. they do some incredible stuff,2009-04-06 22:27:56,en,
1467841969,129,Hoping the tummy rumbles go away soon,2009-04-06 22:27:57,en,
1467842107,130,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over.",2009-04-06 22:28:02,en,
1467842299,131,almost bedtime,2009-04-06 22:28:03,en,
1467842377,132,I'm missing you babe.. but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,2009-04-06 22:28:04,en,
1467842448,133,Agh...snow!!!,2009-04-06 22:28:05,en,
1467842568,134,i miss kenny powers,2009-04-06 22:28:07,en,
1467842607,135,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget",2009-04-06 22:28:09,en,
1467842832,136,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss.",2009-04-06 22:28:11,en,
1467842837,137,@JonathanRKnight I guess that's a no then.,2009-04-06 22:28:11,en,
1467843075,138,sadly is going to bed.,2009-04-06 22:28:15,en,
1467843215,139,@ozesteph1992 Shame to hear this Stephan,2009-04-06 22:28:18,en,
1467843470,140,@mrsaintnick hey! i'm leavin in the morning...,2009-04-06 22:28:21,en,
1467843568,141,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left",2009-04-06 22:28:23,en,
1467843624,142,laid around too much today... now my head hurts,2009-04-06 22:28:24,en,
1467843647,143,@twista202 I still haven't read the 9th&amp;10th Princess diaries Saving Francesca made me cry at the end. Hmm those are easy books.,2009-04-06 22:28:24,en,
1467843734,144,my nokia 1110 died..,2009-04-06 22:28:26,en,
1467843740,145,My mom might have breast cancer won't find out anything for. Like a week I'm so worried!,2009-04-06 22:28:26,en,
1467844097,146,Going to sleep. Hoping tomorrow is a better day.,2009-04-06 22:28:33,en,
1467844140,147,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later They keep waking the kids up too,2009-04-06 22:28:32,en,
1467844157,148,@onemoreproject that is lame,2009-04-06 22:28:32,en,
1467844505,149,I don't understand... I really don't,2009-04-06 22:28:38,en,
1467844540,150,HEROES just isn't doing it for me this season...,2009-04-06 22:28:38,en,
1467844907,151,Living not downtown sure isn't much fun.,2009-04-06 22:28:45,en,
1467845095,152,@jonathanchard Not calorie wise I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,2009-04-06 22:28:48,en,
1467845157,153,Man Work is Hard,2009-04-06 22:28:51,en,
1467852031,154,"getting sick time for some hot tea, studying, and then sleeeep",2009-04-06 22:30:34,en,
1467852067,155,Getting eyebrows waxed. More pain,2009-04-06 22:30:34,en,
1467852789,156,No phantasy star yesterday going to work...,2009-04-06 22:30:45,en,
1467853135,157,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well,2009-04-06 22:30:50,en,
1467853356,158,Picked Mich St to win it all from the get go. Was feeling pretty good about that pick all the way up until......tonight. A's lost too,2009-04-06 22:30:54,en,
1467853431,159,is alone downstairs...working,2009-04-06 22:30:55,en,
1467853479,160,I feel bad for doing it,2009-04-06 22:30:56,en,
1467854062,161,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him.",2009-04-06 22:31:05,en,
1467854345,162,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far,2009-04-06 22:31:09,en,
1467854706,163,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.,2009-04-06 22:31:15,en,
1467854917,164,Thanks for bursting my bubble,2009-04-06 22:31:18,en,
1467855673,165,Going to school soon... can't find anything to wear!! gosh it's so hard,2009-04-06 22:31:29,en,
1467855812,166,@marieclr I was serious LOL,2009-04-06 22:31:31,en,
1467855981,167,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted Sad day in history,2009-04-06 22:31:37,en,
1467856044,168,Crazy wind today = no birding http://ff.im/1XTTi,2009-04-06 22:31:35,en,
1467856352,169,currently at work..,2009-04-06 22:31:40,en,
1467856426,170,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.,2009-04-06 22:31:41,en,
1467856497,171,@penndbad send me the DVD cos I have missed out on heaps NOT happy about that!,2009-04-06 22:31:43,en,
1467856632,172,i don't see the big deal with this website,2009-04-06 22:31:45,en,
1467856821,173,@machineplay I'm so sorry you're having to go through this. Again.,2009-04-06 22:31:48,en,
1467856919,174,@ColinDeMar Far too out of the way for rail. any other tips?,2009-04-06 22:31:50,en,
1467857221,175,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps? So heart wrenching.,2009-04-06 22:31:54,en,
1467857297,176,"Today I realized I am too good at hiding things, even I can't find it",2009-04-06 22:31:56,en,
1467857378,177,"Staying at a friends house...house sitting, neighbors are SO loud-having a party",2009-04-06 22:31:57,en,
1467857511,31,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat i was in a car. for 3 hours on a trip im soooo upset!!,2009-04-06 22:31:59,en,
1467857722,104,Check out my mug http://www.erika-obscura.blogspot.com,2009-04-06 22:32:02,en,
1467857975,178,Borders closed at 10,2009-04-06 22:32:06,en,
1467858363,179,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days,2009-04-06 22:32:12,en,
1467858627,180,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!,2009-04-06 22:32:16,en,
1467858869,181,is watching the hill . . .and its making me sad,2009-04-06 22:32:20,en,
1467859025,182,So many channels.... yet so so boring... lazy day again may have to find a hobby,2009-04-06 22:32:22,en,
1467859066,183,@supersport I miss my buddy ill be in NY on the 25th,2009-04-06 22:32:23,en,
1467859408,184,@robluketic love the french. I tell people here in the south i'm qtr. french and they snarl at me. french are beautiful people,2009-04-06 22:32:28,en,
1467859436,185,Opps.. As I said.. I still got one day remain and now problem come,2009-04-06 22:32:28,en,
1467859558,186,"I activated my Selfcontrol block early, meaning I can't check out the new QC. Regularizing my internal clock is might be difficult.",2009-04-06 22:32:30,en,
1467859666,187,@HillyDoP oH NO,2009-04-06 22:32:31,en,
1467859820,188,spencer is not a good guy.,2009-04-06 22:32:36,en,
1467859922,189,"@goodlaura What about Reese dying on ? And season finale next week. boring, Madame President is a crazy woman.",2009-04-06 22:32:35,en,
1467860144,190,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheï¿½s not well",2009-04-06 22:32:38,en,
1467860268,191,didn't get shit done today ~ i'm so screwed,2009-04-06 22:32:40,en,
1467860895,192,wanttss to go out,2009-04-06 22:32:50,en,
1467860904,193,Is not going to sleep tonite.,2009-04-06 22:32:51,en,
1467861095,194,too worried and tired to post tonight,2009-04-06 22:32:54,en,
1467861413,191,couldn't get shit done today ~ i'm so screwed,2009-04-06 22:32:58,en,
1467861522,195,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep",2009-04-06 22:33:00,en,
1467861571,196,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack. :*(:*(:*(",2009-04-06 22:33:01,en,
1467862213,197,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help He might be dead by now,2009-04-06 22:33:11,en,
1467862313,198,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.",2009-04-06 22:33:13,en,
1467862355,199,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!,2009-04-06 22:33:13,en,
1467862411,200,i hate to see the spartans so sad,2009-04-06 22:33:16,en,
1467862710,201,My mind and body are severely protesting this &quot;getting up&quot; thing. Had nightmares to boot,2009-04-06 22:33:20,en,
1467862806,202,"@MySteezRadio I'm goin' to follow u, since u didn't LOL GO ANGELS!",2009-04-06 22:33:21,en,
1467863072,203,@mandayyy,2009-04-06 22:33:25,en,
1467863415,143,@twista202 I think I want to read some books but the library doesn't have them,2009-04-06 22:33:31,en,
1467863507,204,My nap was interrupted so many times today Going out for Japanese with the 'rents again...,2009-04-06 22:33:32,en,
1467863508,205,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.,2009-04-06 22:33:32,en,
1467863633,206,@GuruMN but this is canada canada is weird. we're supposed to get snow through wednesday. ugh.,2009-04-06 22:33:34,en,
1467863684,207,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot; O-: I like the look of the new transformer movie,2009-04-06 22:33:35,en,
1467863716,208,sad that the 'feet' of my macbook just fell off,2009-04-06 22:33:35,en,
1467864250,209,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad,2009-04-06 22:33:44,en,
1467870864,210,"I'm sweating my forthcoming trip to E3. If I can't find someone to crash with while I'm out there, I may be screwed.",2009-04-06 22:35:29,en,
1467870866,211,"Has now gotten somebody to read his tweets, but cant get them to make an account.",2009-04-06 22:35:29,en,
1467871007,212,@infinitydefines omgawd i couldnt handle my cat being in heat all the time D: D:,2009-04-06 22:35:31,en,
1467871040,213,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me,2009-04-06 22:35:31,en,
1467871223,214,@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho! haha,2009-04-06 22:35:35,en,
1467871226,215,@breadandbadger Congrats!! i totally forgot to submit photos,2009-04-06 22:35:36,en,
1467871545,216,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard but I hope you have fun Your new album is gonna be amazing! xxx",2009-04-06 22:35:40,en,
1467871552,217,@imaginarypeach now your leaving me .... -gets sad-,2009-04-06 22:35:40,en,
1467871661,218,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.",2009-04-06 22:35:41,en,
1467871754,219,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED,2009-04-06 22:35:43,en,
1467871844,220,Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers,2009-04-06 22:35:44,en,
1467871917,221,What tragedy and disaster in the news this week,2009-04-06 22:35:46,en,
1467871956,222,yes yes still trying to find a picture that will upload correclty..,2009-04-06 22:35:46,en,
1467872136,223,Why oh why was the Red Sox game rained out? I was so looking forward to opening day,2009-04-06 22:35:51,en,
1467872175,224,I still can't find my keys.,2009-04-06 22:35:50,en,
1467872181,225,@charlietm I know right. I dunno what is going on with twitter.,2009-04-06 22:35:50,en,
1467872218,226,might be getting a sore throat again,2009-04-06 22:35:50,en,
1467872247,227,@labelsnotlove my home town. My mammy called all depressd. Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!,2009-04-06 22:35:51,en,
1467872309,228,@ircmaxell - I think I need to find better anti-depressants. I think this Paxil/Wellbutrin combo is losing its efficacy.,2009-04-06 22:35:51,en,
1467872355,229,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd,2009-04-06 22:35:52,en,
1467872594,230,is in the bathroom... wake up lakin.,2009-04-06 22:35:56,en,
1467872638,231,@CaitlinOConnor i want tacos and margarhitas telll gay i say hello&lt;3,2009-04-06 22:35:59,en,
1467872759,232,"im lonely keep me company! 22 female, california",2009-04-06 22:35:59,en,
1467872940,233,bad day at the betfair office,2009-04-06 22:36:02,en,
1467873004,234,I miss him. Can't wait to celebrate the Tar Heel win this weekend though!!,2009-04-06 22:36:03,en,
1467873227,235,I'm really cold. I don't want to go to sleep yet but there's nothing to do,2009-04-06 22:36:06,en,
1467873256,236,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!,2009-04-06 22:36:06,en,
1467873467,237,monkeys??? i just found out you my twin and you wont even write back. i'm heartbroken,2009-04-06 22:36:10,en,
1467873592,238,@miss_om Aww I know I felt like that yesterday at work,2009-04-06 22:36:15,en,
1467873828,239,@SarahReedSC treaty isn't defined,2009-04-06 22:36:16,en,
1467873980,240,missed Brent at praise band. No fun to not have the your lead guitarist. &lt;pout&gt;,2009-04-06 22:36:19,en,
1467874103,241,@jpfurry poor john this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx,2009-04-06 22:36:20,en,
1467874479,242,Missing My BFF watching home and away it reminds me of her and me we &lt;3 It. shout out to u courts,2009-04-06 22:36:26,en,
1467874569,203,@mandayyy,2009-04-06 22:36:27,en,
1467874916,243,New video card is DOA.,2009-04-06 22:36:33,en,
1467875163,244,"feeling lost, naked and confused (JK, sort of).....no iphone for me.",2009-04-06 22:36:38,en,
1467875208,245,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work",2009-04-06 22:36:39,en,
1467875930,240,missed Brent at praise band. No fun to not have your lead guitarist. &lt;pout&gt;,2009-04-06 22:36:51,en,
1467876016,246,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him gah,2009-04-06 22:36:52,en,
1467876133,247,has lost his ring. It's no-where to be seen,2009-04-06 22:36:54,en,
1467876652,248,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys. FUCK YEAH ALICIA &amp; MIKEY.",2009-04-06 22:37:03,en,
1467876711,249,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick,2009-04-06 22:37:04,en,
1467876944,250,Is fucked to go back to IC,2009-04-06 22:37:07,en,
1467877496,251,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.,2009-04-06 22:37:16,en,
1467877833,252,@jemcam well i have uni stuff and netball but after netbal if i've done uni stuff we can,2009-04-06 22:37:22,en,
1467877865,253,@kissability Me too I is poor,2009-04-06 22:37:23,en,
1467878057,254,help me forget 8th april &amp; 13th july!,2009-04-06 22:37:26,en,
